dt,p_lEE_x,p_lEE_y,p_lEE_z,pdot_lEE_x,pdot_lEE_y,pdot_lEE_z
7.899,0.3,0.343447,0.893928,-3.52426e-07,0.608208,-0.168059
7.9,0.3,0.344055,0.893759,-3.48625e-07,0.60783,-0.170256
7.901,0.3,0.344662,0.893587,-3.44837e-07,0.607446,-0.172447
7.902,0.3,0.34527,0.893414,-3.41061e-07,0.607057,-0.174632
7.903,0.3,0.345877,0.893238,-3.37297e-07,0.606663,-0.176813
7.904,0.3,0.346483,0.89306,-3.33546e-07,0.606264,-0.178988
7.905,0.3,0.347089,0.89288,-3.29806e-07,0.605859,-0.181157
7.906,0.3,0.347695,0.892698,-3.26079e-07,0.605449,-0.183322
7.907,0.3,0.3483,0.892514,-3.22365e-07,0.605033,-0.185481
7.908,0.3,0.348905,0.892327,-3.18662e-07,0.604612,-0.187634
7.909,0.3,0.349509,0.892138,-3.14972e-07,0.604186,-0.189782
7.91,0.3,0.350113,0.891947,-3.11294e-07,0.603755,-0.191925
7.911,0.3,0.350717,0.891754,-3.07629e-07,0.603318,-0.194063
7.912,0.3,0.35132,0.891559,-3.03975e-07,0.602876,-0.196195
7.913,0.3,0.351922,0.891362,-3.00334e-07,0.602428,-0.198322
7.914,0.3,0.352525,0.891163,-2.96706e-07,0.601975,-0.200444
7.915,0.3,0.353126,0.890961,-2.93089e-07,0.601517,-0.20256
7.916,0.3,0.353728,0.890758,-2.89485e-07,0.601054,-0.204671
7.917,0.3,0.354329,0.890552,-2.85893e-07,0.600585,-0.206777
7.918,0.3,0.354929,0.890344,-2.82313e-07,0.600111,-0.208877
7.919,0.3,0.355529,0.890134,-2.78746e-07,0.599631,-0.210972
7.92,0.3,0.356128,0.889922,-2.7519e-07,0.599146,-0.213062
7.921,0.3,0.356727,0.889708,-2.71647e-07,0.598656,-0.215146
7.922,0.3,0.357325,0.889492,-2.68117e-07,0.598161,-0.217225
7.923,0.3,0.357923,0.889274,-2.64598e-07,0.59766,-0.219299
7.924,0.3,0.358521,0.889053,-2.61092e-07,0.597154,-0.221367
7.925,0.3,0.359118,0.888831,-2.57598e-07,0.596642,-0.22343
7.926,0.3,0.359714,0.888606,-2.54117e-07,0.596125,-0.225488
7.927,0.3,0.36031,0.88838,-2.50647e-07,0.595603,-0.22754
7.928,0.3,0.360905,0.888151,-2.4719e-07,0.595076,-0.229587
7.929,0.3,0.3615,0.887921,-2.43745e-07,0.594543,-0.231629
7.93,0.3,0.362094,0.887688,-2.40313e-07,0.594005,-0.233665
7.931,0.3,0.362688,0.887453,-2.36893e-07,0.593461,-0.235696
7.932,0.3,0.363281,0.887217,-2.33485e-07,0.592912,-0.237722
7.933,0.3,0.363874,0.886978,-2.30089e-07,0.592358,-0.239742
7.934,0.3,0.364466,0.886737,-2.26705e-07,0.591799,-0.241757
7.935,0.3,0.365058,0.886494,-2.23334e-07,0.591234,-0.243767
7.936,0.3,0.365648,0.88625,-2.19975e-07,0.590664,-0.245771
7.937,0.3,0.366239,0.886003,-2.16629e-07,0.590088,-0.24777
7.938,0.3,0.366829,0.885754,-2.13294e-07,0.589508,-0.249764
7.939,0.3,0.367418,0.885503,-2.09972e-07,0.588921,-0.251752
7.94,0.3,0.368006,0.885251,-2.06662e-07,0.58833,-0.253735
7.941,0.3,0.368595,0.884996,-2.03365e-07,0.587733,-0.255713
7.942,0.3,0.369182,0.884739,-2.00079e-07,0.587131,-0.257685
7.943,0.3,0.369769,0.88448,-1.96806e-07,0.586523,-0.259652
7.944,0.3,0.370355,0.88422,-1.93545e-07,0.585911,-0.261614
7.945,0.3,0.370941,0.883957,-1.90297e-07,0.585292,-0.26357
7.946,0.3,0.371526,0.883693,-1.87061e-07,0.584669,-0.265521
7.947,0.3,0.37211,0.883426,-1.83837e-07,0.58404,-0.267467
7.948,0.3,0.372694,0.883158,-1.80625e-07,0.583406,-0.269407
7.949,0.3,0.373277,0.882887,-1.77425e-07,0.582767,-0.271342
7.95,0.3,0.373859,0.882615,-1.74238e-07,0.582122,-0.273272
7.951,0.3,0.374441,0.882341,-1.71063e-07,0.581472,-0.275196
7.952,0.3,0.375022,0.882065,-1.679e-07,0.580816,-0.277115
7.953,0.3,0.375603,0.881787,-1.6475e-07,0.580155,-0.279029
7.954,0.3,0.376182,0.881507,-1.61612e-07,0.579489,-0.280937
7.955,0.3,0.376762,0.881225,-1.58486e-07,0.578818,-0.28284
7.956,0.3,0.37734,0.880941,-1.55372e-07,0.578141,-0.284738
7.957,0.3,0.377918,0.880655,-1.52271e-07,0.577459,-0.28663
7.958,0.3,0.378495,0.880368,-1.49182e-07,0.576771,-0.288517
7.959,0.3,0.379071,0.880078,-1.46105e-07,0.576078,-0.290399
7.96,0.3,0.379647,0.879787,-1.43041e-07,0.57538,-0.292275
7.961,0.3,0.380222,0.879494,-1.39988e-07,0.574677,-0.294146
7.962,0.3,0.380796,0.879199,-1.36948e-07,0.573968,-0.296012
7.963,0.3,0.38137,0.878902,-1.33921e-07,0.573254,-0.297872
7.964,0.3,0.381943,0.878603,-1.30905e-07,0.572534,-0.299727
7.965,0.3,0.382515,0.878302,-1.27902e-07,0.57181,-0.301577
7.966,0.3,0.383087,0.878,-1.24911e-07,0.571079,-0.303421
7.967,0.3,0.383657,0.877695,-1.21932e-07,0.570344,-0.30526
7.968,0.3,0.384227,0.877389,-1.18966e-07,0.569603,-0.307094
7.969,0.3,0.384797,0.877081,-1.16012e-07,0.568857,-0.308922
7.97,0.3,0.385365,0.876771,-1.1307e-07,0.568105,-0.310745
7.971,0.3,0.385933,0.87646,-1.1014e-07,0.567349,-0.312563
7.972,0.3,0.3865,0.876146,-1.07223e-07,0.566587,-0.314375
7.973,0.3,0.387066,0.875831,-1.04318e-07,0.565819,-0.316182
7.974,0.3,0.387631,0.875514,-1.01425e-07,0.565046,-0.317984
7.975,0.3,0.388196,0.875195,-9.85444e-08,0.564268,-0.31978
7.976,0.3,0.38876,0.874874,-9.56761e-08,0.563485,-0.321572
7.977,0.3,0.389323,0.874552,-9.282e-08,0.562696,-0.323357
7.978,0.3,0.389885,0.874228,-8.99763e-08,0.561902,-0.325138
7.979,0.3,0.390447,0.873902,-8.71448e-08,0.561102,-0.326913
7.98,0.3,0.391007,0.873574,-8.43256e-08,0.560297,-0.328682
7.981,0.3,0.391567,0.873244,-8.15186e-08,0.559487,-0.330447
7.982,0.3,0.392126,0.872913,-7.87239e-08,0.558672,-0.332206
7.983,0.3,0.392685,0.87258,-7.59415e-08,0.557851,-0.333959
7.984,0.3,0.393242,0.872245,-7.31714e-08,0.557025,-0.335708
7.985,0.3,0.393799,0.871908,-7.04135e-08,0.556193,-0.337451
7.986,0.3,0.394355,0.87157,-6.76678e-08,0.555357,-0.339188
7.987,0.3,0.394909,0.87123,-6.49345e-08,0.554515,-0.340921
7.988,0.3,0.395464,0.870888,-6.22134e-08,0.553667,-0.342648
7.989,0.3,0.396017,0.870545,-5.95046e-08,0.552814,-0.344369
7.99,0.3,0.396569,0.870199,-5.6808e-08,0.551956,-0.346086
7.991,0.3,0.397121,0.869853,-5.41237e-08,0.551093,-0.347797
7.992,0.3,0.397671,0.869504,-5.14517e-08,0.550224,-0.349502
7.993,0.3,0.398221,0.869154,-4.87919e-08,0.54935,-0.351203
7.994,0.3,0.39877,0.868802,-4.61445e-08,0.54847,-0.352898
7.995,0.3,0.399318,0.868448,-4.35092e-08,0.547585,-0.354588
7.996,0.3,0.399865,0.868092,-4.08863e-08,0.546695,-0.356272
7.997,0.3,0.400411,0.867735,-3.82756e-08,0.5458,-0.357951
7.998,0.3,0.400957,0.867376,-3.56771e-08,0.544899,-0.359625
7.999,0.3,0.401501,0.867016,-3.3091e-08,0.543993,-0.361293
8,0.3,0.402045,0.866654,-3.05171e-08,0.543081,-0.362956
8.001,0.3,0.402587,0.86629,-2.79555e-08,0.542165,-0.364614
8.002,0.3,0.403129,0.865925,-2.54061e-08,0.541243,-0.366266
8.003,0.3,0.40367,0.865558,-2.2869e-08,0.540315,-0.367913
8.004,0.3,0.40421,0.865189,-2.03442e-08,0.539382,-0.369555
8.005,0.3,0.404749,0.864818,-1.78316e-08,0.538444,-0.371191
8.006,0.3,0.405287,0.864446,-1.53313e-08,0.537501,-0.372822
8.007,0.3,0.405824,0.864073,-1.28433e-08,0.536552,-0.374448
8.008,0.3,0.40636,0.863698,-1.03675e-08,0.535598,-0.376068
8.009,0.3,0.406895,0.863321,-7.90404e-09,0.534638,-0.377683
8.01,0.3,0.407429,0.862942,-5.45281e-09,0.533674,-0.379293
8.011,0.3,0.407962,0.862562,-3.01384e-09,0.532703,-0.380897
8.012,0.3,0.408494,0.86218,-5.87145e-10,0.531728,-0.382496
8.013,0.3,0.409026,0.861797,1.82729e-09,0.530747,-0.38409
8.014,0.3,0.409556,0.861412,4.22945e-09,0.529761,-0.385678
8.015,0.3,0.410085,0.861026,6.61935e-09,0.52877,-0.387261
8.016,0.3,0.410613,0.860638,8.99698e-09,0.527773,-0.388839
8.017,0.3,0.411141,0.860248,1.13623e-08,0.526771,-0.390412
8.018,0.3,0.411667,0.859857,1.37154e-08,0.525763,-0.391979
8.019,0.3,0.412192,0.859464,1.60563e-08,0.524751,-0.39354
8.02,0.3,0.412716,0.85907,1.83848e-08,0.523732,-0.395097
8.021,0.3,0.41324,0.858674,2.07011e-08,0.522709,-0.396648
8.022,0.3,0.413762,0.858276,2.30052e-08,0.52168,-0.398193
8.023,0.3,0.414283,0.857878,2.52969e-08,0.520646,-0.399734
8.024,0.3,0.414803,0.857477,2.75764e-08,0.519607,-0.401269
8.025,0.3,0.415322,0.857075,2.98437e-08,0.518562,-0.402799
8.026,0.3,0.41584,0.856671,3.20986e-08,0.517512,-0.404323
8.027,0.3,0.416357,0.856266,3.43414e-08,0.516456,-0.405842
8.028,0.3,0.416873,0.85586,3.65718e-08,0.515395,-0.407356
8.029,0.3,0.417388,0.855452,3.879e-08,0.514329,-0.408864
8.03,0.3,0.417902,0.855042,4.09959e-08,0.513258,-0.410367
8.031,0.3,0.418415,0.854631,4.31895e-08,0.512181,-0.411865
8.032,0.3,0.418926,0.854218,4.53709e-08,0.511099,-0.413357
8.033,0.3,0.419437,0.853804,4.754e-08,0.510012,-0.414844
8.034,0.3,0.419946,0.853389,4.96968e-08,0.508919,-0.416326
8.035,0.3,0.420455,0.852972,5.18414e-08,0.507821,-0.417802
8.036,0.3,0.420962,0.852553,5.39737e-08,0.506717,-0.419273
8.037,0.3,0.421468,0.852133,5.60937e-08,0.505608,-0.420739
8.038,0.3,0.421973,0.851712,5.82015e-08,0.504494,-0.422199
8.039,0.3,0.422477,0.851289,6.0297e-08,0.503375,-0.423654
8.04,0.3,0.42298,0.850864,6.23802e-08,0.50225,-0.425104
8.041,0.3,0.423482,0.850438,6.44512e-08,0.50112,-0.426549
8.042,0.3,0.423982,0.850011,6.65099e-08,0.499985,-0.427988
8.043,0.3,0.424482,0.849582,6.85564e-08,0.498844,-0.429421
8.044,0.3,0.42498,0.849152,7.05905e-08,0.497698,-0.43085
8.045,0.3,0.425477,0.848721,7.26124e-08,0.496546,-0.432273
8.046,0.3,0.425973,0.848288,7.46221e-08,0.49539,-0.43369
8.047,0.3,0.426468,0.847853,7.66195e-08,0.494227,-0.435103
8.048,0.3,0.426961,0.847418,7.86046e-08,0.49306,-0.43651
8.049,0.3,0.427454,0.84698,8.05774e-08,0.491887,-0.437912
8.05,0.3,0.427945,0.846542,8.2538e-08,0.490709,-0.439308
8.051,0.3,0.428435,0.846102,8.44863e-08,0.489526,-0.440699
8.052,0.3,0.428924,0.84566,8.64223e-08,0.488337,-0.442085
8.053,0.3,0.429412,0.845218,8.83461e-08,0.487143,-0.443465
8.054,0.3,0.429898,0.844773,9.02576e-08,0.485943,-0.44484
8.055,0.3,0.430384,0.844328,9.21569e-08,0.484739,-0.44621
8.056,0.3,0.430868,0.843881,9.40438e-08,0.483528,-0.447574
8.057,0.3,0.431351,0.843433,9.59185e-08,0.482313,-0.448933
8.058,0.3,0.431833,0.842983,9.7781e-08,0.481092,-0.450287
8.059,0.3,0.432313,0.842532,9.96312e-08,0.479866,-0.451635
8.06,0.3,0.432792,0.84208,1.01469e-07,0.478635,-0.452979
8.061,0.3,0.43327,0.841626,1.03295e-07,0.477398,-0.454316
8.062,0.3,0.433747,0.841171,1.05108e-07,0.476156,-0.455649
8.063,0.3,0.434223,0.840715,1.06909e-07,0.474908,-0.456976
8.064,0.3,0.434697,0.840257,1.08698e-07,0.473656,-0.458297
8.065,0.3,0.43517,0.839798,1.10475e-07,0.472398,-0.459614
8.066,0.3,0.435642,0.839338,1.12239e-07,0.471134,-0.460925
8.067,0.3,0.436112,0.838876,1.13991e-07,0.469865,-0.462231
8.068,0.3,0.436581,0.838414,1.15731e-07,0.468591,-0.463531
8.069,0.3,0.437049,0.837949,1.17458e-07,0.467312,-0.464826
8.07,0.3,0.437516,0.837484,1.19174e-07,0.466027,-0.466116
8.071,0.3,0.437981,0.837017,1.20877e-07,0.464737,-0.4674
8.072,0.3,0.438446,0.836549,1.22567e-07,0.463442,-0.468679
8.073,0.3,0.438908,0.83608,1.24246e-07,0.462141,-0.469953
8.074,0.3,0.43937,0.835609,1.25912e-07,0.460835,-0.471221
8.075,0.3,0.43983,0.835137,1.27566e-07,0.459523,-0.472484
8.076,0.3,0.440289,0.834664,1.29207e-07,0.458207,-0.473742
8.077,0.3,0.440746,0.83419,1.30837e-07,0.456884,-0.474995
8.078,0.3,0.441203,0.833714,1.32454e-07,0.455557,-0.476242
8.079,0.3,0.441657,0.833237,1.34059e-07,0.454224,-0.477483
8.08,0.3,0.442111,0.832759,1.35651e-07,0.452886,-0.47872
8.081,0.3,0.442563,0.83228,1.37232e-07,0.451543,-0.479951
8.082,0.3,0.443014,0.831799,1.388e-07,0.450194,-0.481177
8.083,0.3,0.443464,0.831318,1.40356e-07,0.44884,-0.482397
8.084,0.3,0.443912,0.830835,1.41899e-07,0.447481,-0.483612
8.085,0.3,0.444359,0.83035,1.4343e-07,0.446116,-0.484822
8.086,0.3,0.444804,0.829865,1.44949e-07,0.444746,-0.486026
8.087,0.3,0.445248,0.829378,1.46456e-07,0.44337,-0.487225
8.088,0.3,0.445691,0.82889,1.4795e-07,0.44199,-0.488419
8.089,0.3,0.446132,0.828401,1.49433e-07,0.440603,-0.489607
8.09,0.3,0.446572,0.827911,1.50903e-07,0.439212,-0.49079
8.091,0.3,0.44701,0.82742,1.5236e-07,0.437815,-0.491968
8.092,0.3,0.447448,0.826927,1.53806e-07,0.436413,-0.493141
8.093,0.3,0.447883,0.826434,1.55239e-07,0.435006,-0.494308
8.094,0.3,0.448318,0.825939,1.5666e-07,0.433593,-0.495469
8.095,0.3,0.448751,0.825443,1.58068e-07,0.432175,-0.496626
8.096,0.3,0.449182,0.824945,1.59464e-07,0.430751,-0.497777
8.097,0.3,0.449612,0.824447,1.60849e-07,0.429323,-0.498923
8.098,0.3,0.450041,0.823948,1.6222e-07,0.427889,-0.500063
8.099,0.3,0.450468,0.823447,1.6358e-07,0.426449,-0.501198
8.1,0.3,0.450894,0.822945,1.64927e-07,0.425005,-0.502328
8.101,0.3,0.451318,0.822442,1.66262e-07,0.423554,-0.503452
8.102,0.3,0.451741,0.821938,1.67585e-07,0.422099,-0.504571
8.103,0.3,0.452162,0.821433,1.68895e-07,0.420638,-0.505685
8.104,0.3,0.452582,0.820927,1.70193e-07,0.419172,-0.506793
8.105,0.3,0.453,0.82042,1.71479e-07,0.417701,-0.507896
8.106,0.3,0.453417,0.819911,1.72753e-07,0.416224,-0.508994
8.107,0.3,0.453833,0.819402,1.74014e-07,0.414742,-0.510087
8.108,0.3,0.454247,0.818891,1.75264e-07,0.413255,-0.511174
8.109,0.3,0.454659,0.818379,1.765e-07,0.411762,-0.512255
8.11,0.3,0.45507,0.817867,1.77725e-07,0.410264,-0.513332
8.111,0.3,0.45548,0.817353,1.78937e-07,0.40876,-0.514403
8.112,0.3,0.455888,0.816838,1.80137e-07,0.407252,-0.515469
8.113,0.3,0.456294,0.816322,1.81325e-07,0.405737,-0.516529
8.114,0.3,0.456699,0.815805,1.82501e-07,0.404218,-0.517584
8.115,0.3,0.457103,0.815287,1.83664e-07,0.402693,-0.518634
8.116,0.3,0.457505,0.814767,1.84815e-07,0.401163,-0.519678
8.117,0.3,0.457905,0.814247,1.85954e-07,0.399628,-0.520717
8.118,0.3,0.458304,0.813726,1.8708e-07,0.398087,-0.521751
8.119,0.3,0.458701,0.813204,1.88194e-07,0.396541,-0.52278
8.12,0.3,0.459097,0.81268,1.89296e-07,0.39499,-0.523803
8.121,0.3,0.459491,0.812156,1.90386e-07,0.393433,-0.52482
8.122,0.3,0.459884,0.811631,1.91463e-07,0.391871,-0.525833
8.123,0.3,0.460275,0.811104,1.92528e-07,0.390303,-0.52684
8.124,0.3,0.460664,0.810577,1.93581e-07,0.388731,-0.527842
8.125,0.3,0.461052,0.810049,1.94622e-07,0.387153,-0.528838
8.126,0.3,0.461439,0.809519,1.9565e-07,0.385569,-0.529829
8.127,0.3,0.461824,0.808989,1.96666e-07,0.38398,-0.530815
8.128,0.3,0.462207,0.808458,1.9767e-07,0.382386,-0.531795
8.129,0.3,0.462588,0.807925,1.98662e-07,0.380787,-0.53277
8.13,0.3,0.462968,0.807392,1.99641e-07,0.379182,-0.53374
8.131,0.3,0.463347,0.806858,2.00608e-07,0.377572,-0.534705
8.132,0.3,0.463723,0.806323,2.01563e-07,0.375957,-0.535664
8.133,0.3,0.464099,0.805787,2.02505e-07,0.374336,-0.536617
8.134,0.3,0.464472,0.80525,2.03435e-07,0.37271,-0.537566
8.135,0.3,0.464844,0.804712,2.04353e-07,0.371079,-0.538509
8.136,0.3,0.465214,0.804173,2.05259e-07,0.369442,-0.539447
8.137,0.3,0.465583,0.803633,2.06152e-07,0.3678,-0.540379
8.138,0.3,0.46595,0.803092,2.07033e-07,0.366152,-0.541306
8.139,0.3,0.466315,0.80255,2.07902e-07,0.3645,-0.542228
8.14,0.3,0.466679,0.802007,2.08759e-07,0.362842,-0.543144
8.141,0.3,0.467041,0.801464,2.09603e-07,0.361178,-0.544056
8.142,0.3,0.467401,0.800919,2.10435e-07,0.35951,-0.544961
8.143,0.3,0.46776,0.800374,2.11255e-07,0.357835,-0.545862
8.144,0.3,0.468117,0.799828,2.12063e-07,0.356156,-0.546757
8.145,0.3,0.468472,0.79928,2.12858e-07,0.354471,-0.547647
8.146,0.3,0.468826,0.798732,2.13641e-07,0.352781,-0.548531
8.147,0.3,0.469178,0.798183,2.14412e-07,0.351086,-0.54941
8.148,0.3,0.469528,0.797633,2.1517e-07,0.349385,-0.550284
8.149,0.3,0.469877,0.797083,2.15916e-07,0.347679,-0.551152
8.15,0.3,0.470223,0.796531,2.1665e-07,0.345968,-0.552015
8.151,0.3,0.470568,0.795979,2.17372e-07,0.344251,-0.552873
8.152,0.3,0.470912,0.795425,2.18081e-07,0.342529,-0.553726
8.153,0.3,0.471254,0.794871,2.18779e-07,0.340802,-0.554573
8.154,0.3,0.471593,0.794316,2.19463e-07,0.339069,-0.555414
8.155,0.3,0.471932,0.79376,2.20136e-07,0.337331,-0.556251
8.156,0.3,0.472268,0.793204,2.20796e-07,0.335587,-0.557082
8.157,0.3,0.472603,0.792646,2.21444e-07,0.333839,-0.557908
8.158,0.3,0.472936,0.792088,2.2208e-07,0.332085,-0.558728
8.159,0.3,0.473267,0.791529,2.22704e-07,0.330325,-0.559543
8.16,0.3,0.473596,0.790969,2.23315e-07,0.32856,-0.560353
8.161,0.3,0.473924,0.790408,2.23914e-07,0.32679,-0.561157
8.162,0.3,0.47425,0.789847,2.24501e-07,0.325015,-0.561957
8.163,0.3,0.474574,0.789284,2.25075e-07,0.323234,-0.56275
8.164,0.3,0.474896,0.788721,2.25637e-07,0.321448,-0.563539
8.165,0.3,0.475217,0.788157,2.26187e-07,0.319657,-0.564322
8.166,0.3,0.475536,0.787592,2.26725e-07,0.31786,-0.5651
8.167,0.3,0.475853,0.787027,2.27251e-07,0.316058,-0.565872
8.168,0.3,0.476168,0.786461,2.27764e-07,0.314251,-0.566639
8.169,0.3,0.476481,0.785894,2.28265e-07,0.312438,-0.567401
8.17,0.3,0.476793,0.785326,2.28753e-07,0.31062,-0.568157
8.171,0.3,0.477103,0.784757,2.29229e-07,0.308797,-0.568909
8.172,0.3,0.47741,0.784188,2.29694e-07,0.306968,-0.569654
8.173,0.3,0.477716,0.783618,2.30145e-07,0.305134,-0.570395
8.174,0.3,0.478021,0.783047,2.30585e-07,0.303294,-0.57113
8.175,0.3,0.478323,0.782476,2.31012e-07,0.30145,-0.57186
8.176,0.3,0.478624,0.781904,2.31427e-07,0.2996,-0.572584
8.177,0.3,0.478922,0.781331,2.3183e-07,0.297744,-0.573303
8.178,0.3,0.479219,0.780757,2.3222e-07,0.295884,-0.574017
8.179,0.3,0.479514,0.780183,2.32599e-07,0.294018,-0.574725
8.18,0.3,0.479807,0.779607,2.32965e-07,0.292146,-0.575429
8.181,0.3,0.480098,0.779032,2.33318e-07,0.290269,-0.576126
8.182,0.3,0.480388,0.778455,2.3366e-07,0.288387,-0.576819
8.183,0.3,0.480675,0.777878,2.33989e-07,0.2865,-0.577506
8.184,0.3,0.480961,0.7773,2.34306e-07,0.284607,-0.578188
8.185,0.3,0.481244,0.776722,2.3461e-07,0.282709,-0.578864
8.186,0.3,0.481526,0.776142,2.34903e-07,0.280806,-0.579535
8.187,0.3,0.481806,0.775563,2.35183e-07,0.278897,-0.580201
8.188,0.3,0.482084,0.774982,2.35451e-07,0.276983,-0.580861
8.189,0.3,0.48236,0.774401,2.35706e-07,0.275064,-0.581517
8.19,0.3,0.482634,0.773819,2.35949e-07,0.273139,-0.582166
8.191,0.3,0.482906,0.773237,2.3618e-07,0.271209,-0.582811
8.192,0.3,0.483176,0.772653,2.36399e-07,0.269274,-0.58345
8.193,0.3,0.483445,0.77207,2.36606e-07,0.267333,-0.584084
8.194,0.3,0.483711,0.771485,2.368e-07,0.265387,-0.584712
8.195,0.3,0.483975,0.7709,2.36982e-07,0.263436,-0.585335
8.196,0.3,0.484238,0.770315,2.37152e-07,0.261479,-0.585953
8.197,0.3,0.484498,0.769728,2.37309e-07,0.259517,-0.586565
8.198,0.3,0.484757,0.769141,2.37454e-07,0.257549,-0.587173
8.199,0.3,0.485013,0.768554,2.37587e-07,0.255577,-0.587774
8.2,0.3,0.485268,0.767966,2.37708e-07,0.253599,-0.588371
8.201,0.3,0.485521,0.767377,2.37816e-07,0.251615,-0.588962
8.202,0.3,0.485771,0.766788,2.37912e-07,0.249627,-0.589548
8.203,0.3,0.48602,0.766198,2.37996e-07,0.247633,-0.590128
8.204,0.3,0.486267,0.765608,2.38067e-07,0.245633,-0.590703
8.205,0.3,0.486511,0.765017,2.38127e-07,0.243629,-0.591273
8.206,0.3,0.486754,0.764425,2.38174e-07,0.241618,-0.591838
8.207,0.3,0.486994,0.763833,2.38208e-07,0.239603,-0.592397
8.208,0.3,0.487233,0.76324,2.38231e-07,0.237582,-0.59295
8.209,0.3,0.48747,0.762647,2.38241e-07,0.235556,-0.593499
8.21,0.3,0.487704,0.762053,2.38239e-07,0.233525,-0.594042
8.211,0.3,0.487937,0.761459,2.38225e-07,0.231488,-0.59458
8.212,0.3,0.488167,0.760864,2.38198e-07,0.229446,-0.595112
8.213,0.3,0.488396,0.760269,2.38159e-07,0.227399,-0.595639
8.214,0.3,0.488622,0.759673,2.38108e-07,0.225346,-0.596161
8.215,0.3,0.488846,0.759077,2.38045e-07,0.223288,-0.596678
8.216,0.3,0.489068,0.75848,2.37969e-07,0.221225,-0.597189
8.217,0.3,0.489289,0.757882,2.37881e-07,0.219156,-0.597695
8.218,0.3,0.489507,0.757284,2.37781e-07,0.217082,-0.598195
8.219,0.3,0.489723,0.756686,2.37669e-07,0.215003,-0.59869
8.22,0.3,0.489937,0.756087,2.37544e-07,0.212918,-0.59918
8.221,0.3,0.490149,0.755487,2.37407e-07,0.210828,-0.599664
8.222,0.3,0.490358,0.754888,2.37258e-07,0.208733,-0.600144
8.223,0.3,0.490566,0.754287,2.37096e-07,0.206632,-0.600617
8.224,0.3,0.490772,0.753686,2.36923e-07,0.204526,-0.601086
8.225,0.3,0.490975,0.753085,2.36737e-07,0.202415,-0.601549
8.226,0.3,0.491177,0.752483,2.36538e-07,0.200298,-0.602007
8.227,0.3,0.491376,0.751881,2.36328e-07,0.198176,-0.602459
8.228,0.3,0.491573,0.751278,2.36105e-07,0.196049,-0.602906
8.229,0.3,0.491768,0.750675,2.3587e-07,0.193916,-0.603348
8.23,0.3,0.491961,0.750072,2.35622e-07,0.191778,-0.603785
8.231,0.3,0.492151,0.749468,2.35363e-07,0.189634,-0.604216
8.232,0.3,0.49234,0.748863,2.35091e-07,0.187486,-0.604642
8.233,0.3,0.492526,0.748258,2.34807e-07,0.185332,-0.605062
8.234,0.3,0.492711,0.747653,2.3451e-07,0.183172,-0.605477
8.235,0.3,0.492893,0.747047,2.34201e-07,0.181008,-0.605887
8.236,0.3,0.493073,0.746441,2.3388e-07,0.178838,-0.606292
8.237,0.3,0.49325,0.745835,2.33547e-07,0.176662,-0.606691
8.238,0.3,0.493426,0.745228,2.33202e-07,0.174482,-0.607084
8.239,0.3,0.493599,0.744621,2.32844e-07,0.172296,-0.607473
8.24,0.3,0.493771,0.744013,2.32474e-07,0.170104,-0.607856
8.241,0.3,0.49394,0.743405,2.32092e-07,0.167908,-0.608234
8.242,0.3,0.494106,0.742796,2.31697e-07,0.165706,-0.608606
8.243,0.3,0.494271,0.742188,2.3129e-07,0.163498,-0.608973
8.244,0.3,0.494433,0.741579,2.30871e-07,0.161286,-0.609335
8.245,0.3,0.494594,0.740969,2.3044e-07,0.159068,-0.609692
8.246,0.3,0.494752,0.740359,2.29996e-07,0.156844,-0.610043
8.247,0.3,0.494907,0.739749,2.2954e-07,0.154616,-0.610389
8.248,0.3,0.495061,0.739138,2.29072e-07,0.152382,-0.610729
8.249,0.3,0.495212,0.738527,2.28592e-07,0.150142,-0.611064
8.25,0.3,0.495361,0.737916,2.28099e-07,0.147897,-0.611394
8.251,0.3,0.495508,0.737305,2.27594e-07,0.145647,-0.611719
8.252,0.3,0.495652,0.736693,2.27077e-07,0.143392,-0.612038
8.253,0.3,0.495795,0.736081,2.26547e-07,0.141131,-0.612352
8.254,0.3,0.495935,0.735468,2.26005e-07,0.138865,-0.61266
8.255,0.3,0.496072,0.734855,2.25451e-07,0.136594,-0.612963
8.256,0.3,0.496208,0.734242,2.24885e-07,0.134317,-0.613261
8.257,0.3,0.496341,0.733629,2.24307e-07,0.132035,-0.613553
8.258,0.3,0.496472,0.733015,2.23716e-07,0.129748,-0.613841
8.259,0.3,0.4966,0.732401,2.23113e-07,0.127455,-0.614122
8.26,0.3,0.496727,0.731787,2.22497e-07,0.125157,-0.614399
8.261,0.3,0.496851,0.731172,2.2187e-07,0.122854,-0.61467
8.262,0.3,0.496972,0.730557,2.2123e-07,0.120545,-0.614936
8.263,0.3,0.497092,0.729942,2.20578e-07,0.118231,-0.615196
8.264,0.3,0.497209,0.729327,2.19913e-07,0.115912,-0.615452
8.265,0.3,0.497324,0.728712,2.19236e-07,0.113587,-0.615701
8.266,0.3,0.497436,0.728096,2.18548e-07,0.111257,-0.615946
8.267,0.3,0.497546,0.72748,2.17846e-07,0.108922,-0.616185
8.268,0.3,0.497654,0.726863,2.17133e-07,0.106581,-0.616419
8.269,0.3,0.497759,0.726247,2.16407e-07,0.104235,-0.616647
8.27,0.3,0.497862,0.72563,2.15669e-07,0.101884,-0.61687
8.271,0.3,0.497963,0.725013,2.14919e-07,0.0995273,-0.617088
8.272,0.3,0.498061,0.724396,2.14156e-07,0.0971653,-0.617301
